goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
0.0;0.17;0.0;0.31;90.0;0.24;77.78;0.0;0.0;0.07;0.0;69.69;0.55;84.21;90;0.24;0.07;0.0;1.0;3.17;2.28;0.9;1.21;0.14;0.97;0.28;0.28;0.28;0.34;0.0;14.59;0.03;0.0;0.0;3.69;37.94;0.0;0.69;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.0;0.07;0.0;0.0;Franco Torgnascioli;Everton de Viña del Mar
0.33;0.33;0.0;3.66;51.89;0.73;25.58;0.67;37.04;0.6;0.13;68.04;4.4;44.3;90;2.4;0.6;1.07;1.4;0.0;0.0;0.0;1.4;0.47;0.0;0.0;0.0;0.0;8.66;0.13;18.72;1.47;0.8;31.58;1.6;57.14;0.33;0.8;0.6;0.2;1.73;0.87;0.27;19.23;0.13;0.67;;0.0;0.0;0.0;Federico Castro;Curicó Unido
0.09;0.18;0.0;3.16;51.49;0.82;48.65;0.37;47.06;2.11;0.0;74.82;3.98;50.88;90;0.69;0.87;0.73;1.14;0.0;0.0;0.0;0.82;0.23;0.0;0.0;0.0;0.0;9.34;0.0;28.7;1.01;0.37;22.22;2.84;50.0;1.28;0.96;1.05;0.0;0.82;0.09;0.18;11.11;0.05;0.05;0.0;0.0;0.0;0.0;César Fuentes;Colo Colo
0.05;0.22;0.0;3.0;60.44;1.04;55.88;0.33;60.0;2.02;0.0;76.52;4.03;59.2;90;0.65;0.55;0.44;1.09;0.0;0.0;0.0;0.98;0.16;0.0;0.0;0.0;0.0;4.25;0.0;30.2;0.38;0.05;25.0;4.63;49.71;1.42;2.29;0.82;0.0;0.98;0.22;0.16;5.56;0.0;0.0;0.0;0.0;0.0;0.0;Brian Torrealba;O'Higgins
0.14;0.28;0.0;2.11;62.5;1.83;65.0;0.0;0.0;1.4;0.0;80.62;3.93;63.64;90;0.7;1.12;0.14;1.54;0.0;0.0;0.0;0.98;0.14;0.0;0.0;0.0;0.0;3.65;0.0;32.71;0.28;0.14;100.0;3.93;49.12;1.4;7.02;0.14;0.14;0.56;0.14;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;Fabián Torres;Audax Italiano
1.07;0.0;0.0;1.78;50.0;2.13;50.0;0.0;0.0;0.71;0.0;86.49;3.91;50.0;90;1.07;0.71;1.42;2.85;0.0;0.0;0.0;1.07;0.0;0.0;0.0;0.0;0.0;12.45;0.36;22.77;1.78;0.0;0.0;0.0;0.0;0.0;0.36;0.0;0.36;2.85;1.07;0.36;37.5;0.0;1.07;;0.0;0.0;0.0;Darío Lezcano;Colo Colo
0.13;0.22;0.0;2.96;38.95;0.44;33.33;0.93;42.0;1.24;0.13;66.6;3.4;38.12;90;0.8;1.06;1.15;1.15;0.0;0.0;0.0;1.11;0.18;0.0;0.0;0.0;0.0;6.1;0.44;15.43;1.77;2.03;23.71;1.24;45.9;0.44;0.4;1.19;0.13;1.59;0.66;0.18;8.33;0.0;0.62;0.0;0.04;0.0;0.0;Rubén Farfán;Coquimbo Unido
0.0;0.1;0.0;0.2;50.0;0.2;100.0;0.1;100.0;0.1;0.0;64.48;0.41;66.67;90;0.0;0.1;0.0;1.02;2.86;1.84;1.02;0.72;0.2;0.92;0.2;0.41;0.31;1.23;0.0;17.08;0.0;0.0;0.0;6.03;39.07;0.0;0.72;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Fernando de Paul;Colo Colo
0.0;0.05;0.0;1.35;60.0;1.1;44.9;0.4;66.67;0.8;0.0;83.31;2.44;52.13;90;0.15;0.3;0.15;1.1;0.0;0.0;0.0;1.1;0.05;0.0;0.0;0.0;0.0;2.39;0.0;36.58;0.0;0.0;0.0;5.23;58.99;1.54;3.79;0.25;0.05;0.15;0.1;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Julio Barroso;Everton de Viña del Mar
0.05;0.14;0.0;2.31;39.84;0.85;40.91;0.38;40.0;1.46;0.19;80.34;3.16;40.12;90;0.47;1.08;0.52;1.18;0.0;0.0;0.0;1.08;0.05;0.0;0.0;0.0;0.0;10.6;0.19;33.67;1.37;0.66;29.79;2.35;61.73;0.8;1.27;1.37;0.0;0.99;0.28;0.28;4.76;0.0;0.0;0.0;0.0;0.0;0.0;Ignacio Núñez;Unión Española
0.0;0.26;0.0;3.32;61.29;1.53;48.61;0.44;62.5;2.36;0.0;79.21;4.85;56.63;90;0.52;0.74;0.44;1.14;0.0;0.0;0.0;0.96;0.09;0.0;0.0;0.0;0.0;3.62;0.0;33.1;0.17;0.09;40.0;2.97;40.24;0.87;3.8;0.66;0.04;0.35;0.17;0.09;0.0;0.0;0.09;0.0;0.0;0.0;0.0;Jonathan Villagra;Unión Española
0.05;0.21;0.05;2.68;52.53;2.78;70.13;0.26;62.5;1.8;0.05;74.48;5.46;60.23;90;0.62;1.44;0.05;1.08;0.0;0.0;0.0;0.88;0.05;0.0;0.0;0.0;0.0;2.78;0.0;29.62;0.26;0.05;50.0;3.5;43.87;1.18;4.02;0.77;0.05;0.46;0.26;0.05;11.11;0.0;0.0;0.0;0.0;0.0;0.0;José Tiznado;Unión Española
0.16;0.08;0.0;3.17;39.39;0.81;47.62;0.24;21.43;1.79;0.24;80.03;3.98;40.83;90;1.14;0.89;1.63;2.03;0.0;0.0;0.0;1.38;0.41;0.0;0.0;0.0;0.0;15.69;0.49;41.71;3.01;1.14;29.79;5.2;69.57;0.57;0.89;1.46;0.16;1.71;0.73;0.57;9.52;0.0;0.0;0.0;0.0;0.0;0.0;Carlos Villanueva;Deportes Magallanes
0.04;0.09;0.0;4.89;52.34;0.74;45.95;1.35;59.62;1.57;0.04;77.72;5.63;51.39;90;1.96;1.66;1.09;1.18;0.0;0.0;0.0;1.13;0.04;0.0;0.0;0.0;0.0;9.69;0.04;28.02;1.48;1.0;27.38;1.88;45.26;0.79;0.96;0.92;0.04;1.61;0.48;0.44;2.7;0.04;0.17;0.0;0.0;0.0;0.0;Israel Poblete;Universidad de Chile
0.1;0.26;0.1;2.2;50.59;1.99;62.9;0.2;57.14;1.64;0.05;74.77;4.19;55.78;90;0.36;1.18;0.26;1.12;0.0;0.0;0.0;1.02;0.26;0.0;0.0;0.0;0.0;4.6;0.05;33.63;0.41;0.1;20.0;5.37;46.05;2.35;3.07;0.61;0.0;1.02;0.41;0.15;10.0;0.0;0.05;0.0;0.05;0.0;0.0;Nicolás Zalazar;Ñublense
0.12;0.06;0.0;2.39;47.13;0.82;56.0;0.47;47.06;1.63;0.06;75.1;3.21;49.11;90;0.29;1.11;0.64;1.17;0.0;0.0;0.0;1.05;0.06;0.0;0.0;0.0;0.0;9.16;0.12;32.37;0.82;0.7;29.27;2.39;37.96;1.34;1.63;0.41;0.0;0.7;0.23;0.12;16.67;0.0;0.06;0.0;0.0;0.0;0.0;Erick Wiemberg;Colo Colo
0.08;0.31;0.0;5.13;55.14;0.99;42.62;1.07;70.0;2.6;0.0;75.79;6.12;52.63;90;1.45;1.45;0.88;1.03;0.0;0.0;0.0;1.19;0.19;0.0;0.0;0.0;0.0;7.04;0.0;37.5;0.57;0.04;20.0;4.4;50.44;1.53;0.92;1.42;0.04;0.8;0.11;0.15;9.52;0.04;0.04;;0.04;0.0;0.0;Agustín Farías;Palestino
0.11;0.11;0.0;3.99;60.66;0.86;53.33;1.19;84.62;2.27;0.11;75.4;4.86;59.21;90;0.54;0.54;0.76;1.73;0.0;0.0;0.0;1.62;0.22;0.0;0.0;0.0;0.0;7.88;0.11;25.14;0.97;0.43;28.57;4.1;62.3;0.65;0.76;1.08;0.0;1.29;0.32;0.32;8.33;0.0;0.11;;0.0;0.0;0.0;Ariel Martínez;Palestino
0.22;0.44;0.0;3.39;43.26;0.79;38.3;0.84;39.58;1.8;0.13;74.86;4.18;42.22;90;0.75;1.41;1.41;1.19;0.0;0.0;0.0;0.97;0.09;0.0;0.0;0.0;0.0;6.12;0.13;18.22;1.19;0.7;27.59;0.57;36.11;0.62;0.62;0.44;0.13;2.02;0.88;0.35;10.87;0.0;0.57;0.0;0.0;0.0;0.0;César Munder;Cobresal
0.05;0.38;0.05;2.1;58.21;2.8;74.29;0.05;33.33;1.67;0.0;72.73;4.9;66.42;90;0.38;0.97;0.05;1.13;0.0;0.0;0.0;1.02;0.38;0.0;0.0;0.0;0.0;1.99;0.0;27.97;0.16;0.0;0.0;2.53;30.52;2.58;4.95;0.38;0.0;0.43;0.11;0.11;12.5;0.0;0.0;0.0;0.0;0.0;0.0;Hernán Lópes;Unión La Calera
0.23;0.0;0.0;6.71;60.42;1.16;62.5;1.16;50.0;3.7;0.0;71.79;7.87;60.71;90;1.85;0.46;1.39;1.85;0.0;0.0;0.0;1.16;0.23;0.0;0.0;0.0;0.0;9.02;0.46;25.91;0.69;0.23;20.0;1.85;34.78;2.78;2.08;1.39;0.0;0.69;0.23;0.0;33.33;0.0;0.23;0.0;0.0;0.0;0.0;Pablo Cárdenas;Cobresal
0.32;0.47;0.0;2.13;38.03;5.36;55.28;0.39;29.41;0.47;0.24;63.88;7.49;48.97;90;1.26;1.65;0.95;1.89;0.0;0.0;0.0;1.26;0.16;0.0;0.0;0.0;0.0;7.72;0.08;18.68;1.42;0.08;20.0;0.39;62.5;0.16;0.79;0.16;0.47;3.78;1.26;0.63;8.33;0.0;0.87;0.0;0.0;0.0;0.0;Arnaldo Castillo;O'Higgins
0.0;0.37;0.0;4.85;68.42;1.12;42.86;1.87;100.0;1.12;0.0;68.24;5.98;61.54;90;1.87;0.75;0.75;1.12;0.0;0.0;0.0;1.12;0.0;0.0;0.0;0.0;0.0;5.98;0.0;21.66;0.37;0.75;33.33;3.73;45.45;3.36;0.37;0.75;0.0;0.37;0.0;0.0;0.0;0.37;0.0;;0.0;0.0;0.0;Ronald Guzmán;O'Higgins
0.0;0.21;0.05;2.31;62.5;2.72;70.67;0.31;85.71;1.69;0.0;75.77;5.02;66.67;90;0.36;0.87;0.15;1.18;0.0;0.0;0.0;1.38;0.15;0.0;0.0;0.0;0.0;2.15;0.0;33.98;0.1;0.05;100.0;3.64;42.26;1.9;4.92;0.36;0.0;0.56;0.1;0.21;0.0;0.0;0.0;;0.0;0.0;0.0;Nicolás Thaller;O'Higgins
0.19;0.56;0.0;3.93;44.68;0.56;60.0;0.56;75.0;2.81;0.0;72.63;4.49;46.15;90;0.56;2.06;1.87;2.06;0.0;0.0;0.0;1.68;0.19;0.0;0.0;0.0;0.0;5.99;0.19;24.32;2.25;1.5;25.81;2.25;44.44;1.87;2.06;0.75;0.0;1.68;0.19;0.37;11.11;0.0;0.37;;0.0;0.0;0.0;Alejandro Henriquez;Everton de Viña del Mar
0.22;0.22;0.0;3.96;69.23;0.66;37.5;0.66;60.0;0.66;0.0;73.4;4.62;61.76;90;2.64;0.44;0.88;2.42;0.0;0.0;0.0;0.66;0.22;0.0;0.0;0.0;0.0;6.82;0.0;15.18;1.54;0.66;15.0;2.64;80.0;0.88;0.44;0.0;0.0;1.54;0.88;0.22;14.29;0.0;0.22;0.0;0.0;0.0;0.0;Jorge Ortiz;Universidad Católica
0.12;0.12;0.0;3.5;55.05;0.76;46.43;0.93;72.73;1.58;0.0;76.43;4.26;53.28;90;0.99;0.7;0.76;1.4;0.0;0.0;0.0;0.82;0.06;0.0;0.0;0.0;0.0;13.37;0.06;35.04;1.46;0.06;9.09;2.34;42.55;0.93;0.47;1.11;0.0;1.28;0.41;0.29;9.09;0.0;0.06;0.0;0.0;0.0;0.0;Vicente Pizarro;Colo Colo
0.28;0.28;0.09;4.41;42.73;1.22;35.14;1.78;59.38;1.41;0.09;68.6;5.63;40.82;90;1.22;0.94;3.47;1.31;0.0;0.0;0.0;1.03;0.09;0.0;0.0;0.0;0.0;9.28;0.47;18.84;1.31;0.28;21.43;0.75;44.44;0.09;0.0;0.38;0.28;2.81;0.94;0.94;10.0;0.0;0.09;;0.0;0.0;0.0;Bruno Barticciotto;Palestino
0.04;0.31;0.04;3.67;53.59;0.81;33.96;0.94;61.76;2.24;0.18;68.55;4.48;48.54;90;0.49;1.16;0.45;1.12;0.0;0.0;0.0;1.16;0.18;0.0;0.0;0.0;0.0;8.86;0.09;30.43;0.72;0.63;25.93;3.45;36.32;1.25;1.97;1.03;0.0;1.25;0.49;0.13;3.57;0.0;0.0;0.0;0.0;0.0;0.0;Bernardo Cerezo;Ñublense
0.2;0.13;0.0;5.34;50.31;1.04;39.02;1.56;47.06;1.56;0.39;67.65;6.38;48.04;90;2.21;1.5;2.08;1.69;0.0;0.0;0.0;0.91;0.2;0.0;0.0;0.0;0.0;8.85;0.13;16.46;1.24;0.46;17.07;0.85;48.15;0.13;0.46;0.07;0.07;1.69;0.59;0.39;11.54;0.0;0.26;0.0;0.0;0.0;0.0;Marcos Bolados;Colo Colo
0.0;0.21;0.0;0.25;58.33;0.32;75.0;0.0;0.0;0.04;0.0;51.12;0.57;66.67;90;0.18;0.04;0.0;1.0;3.18;1.79;1.39;1.18;0.14;0.5;0.18;0.32;0.18;2.29;0.0;12.21;0.04;0.0;0.0;8.36;42.01;0.04;0.71;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Diego Sánchez;Coquimbo Unido
0.0;0.1;0.0;0.2;100.0;0.15;75.0;0.05;100.0;0.0;0.0;55.74;0.35;87.5;90;0.15;0.0;0.0;1.06;3.12;1.76;1.36;1.21;0.1;0.35;0.2;0.2;0.2;1.26;0.0;11.74;0.1;0.0;0.0;3.88;29.84;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;Cristóbal Campos Véliz;Universidad de Chile
0.12;0.24;0.0;4.52;45.68;0.0;0.0;1.83;48.39;1.35;0.12;76.27;4.52;44.05;90;1.35;0.98;1.71;2.08;0.0;0.0;0.0;1.22;0.12;0.0;0.0;0.0;0.0;12.23;0.24;33.02;2.08;1.83;33.33;2.32;54.29;0.37;0.37;0.73;0.0;3.18;1.35;0.61;3.85;0.12;0.12;;0.0;0.0;0.0;Matias Palavecino;Coquimbo Unido
0.04;0.14;0.0;5.41;54.51;0.79;59.46;1.18;49.25;2.79;0.07;72.96;6.2;55.1;90;1.43;1.15;1.15;1.07;0.0;0.0;0.0;1.25;0.11;0.0;0.0;0.0;0.0;7.88;0.14;26.01;1.11;0.54;15.96;1.79;34.48;1.25;1.43;1.07;0.04;0.79;0.25;0.21;4.55;0.0;0.11;0.0;0.0;0.0;0.0;Fabián Hormazábal;O'Higgins
0.34;0.15;0.0;2.1;27.74;0.93;32.76;0.49;27.03;0.54;0.1;65.77;3.03;29.11;90;1.07;1.91;1.66;1.42;0.0;0.0;0.0;1.22;0.05;0.0;0.0;0.0;0.0;5.77;0.05;11.92;1.47;0.34;35.0;0.73;51.72;0.15;0.54;0.88;0.1;2.83;1.37;0.29;12.07;0.1;0.29;0.0;0.0;0.0;0.0;Matías Campos López;Everton de Viña del Mar
0.49;0.24;0.0;1.55;33.33;2.12;40.0;0.16;50.0;0.73;0.08;59.81;3.67;36.89;90;0.65;1.22;1.38;2.04;0.0;0.0;0.0;0.9;0.16;0.0;0.0;0.0;0.0;5.38;0.08;10.18;0.73;0.24;27.27;0.41;41.67;0.16;0.24;0.57;0.08;3.26;1.22;0.73;15.0;0.16;1.06;0.0;0.0;0.0;0.0;Leandro Benegas;Colo Colo
0.2;0.1;0.1;2.87;54.81;1.56;43.66;0.3;31.58;0.55;0.1;73.41;4.43;50.29;90;2.02;0.66;1.16;1.26;0.0;0.0;0.0;1.46;0.2;0.0;0.0;0.0;0.0;5.54;0.15;15.17;0.86;0.1;12.5;0.96;55.88;0.15;0.35;0.15;0.1;1.91;0.81;0.3;10.53;0.0;0.66;0.0;0.0;0.0;0.0;Felipe Flores;Deportes Magallanes
0.12;0.29;0.06;4.73;54.0;1.23;56.76;1.05;62.07;1.99;0.06;71.28;5.96;54.55;90;1.69;1.64;0.99;1.23;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;7.6;0.12;24.08;1.4;1.64;38.36;1.17;34.48;0.47;1.4;0.88;0.0;0.76;0.23;0.23;15.38;0.06;0.12;0.0;0.0;0.0;0.0;Antonio Díaz;O'Higgins
0.15;0.45;0.0;3.15;52.5;1.2;61.54;0.75;71.43;1.65;0.15;72.31;4.35;54.72;90;0.75;1.05;0.9;1.5;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;6.75;0.0;26.25;0.75;0.6;36.36;1.35;34.62;0.75;1.35;0.75;0.0;1.2;0.6;0.0;12.5;0.0;0.15;0.0;0.0;0.0;0.0;Óscar Opazo;Colo Colo
0.0;0.14;0.0;2.57;45.0;0.71;29.41;0.71;45.45;0.71;0.14;72.99;3.29;40.35;90;1.14;1.0;1.29;1.43;0.0;0.0;0.0;1.14;0.29;0.0;0.0;0.0;0.0;7.0;0.29;14.29;1.29;1.0;43.75;1.14;66.67;0.14;0.57;0.14;0.0;1.86;0.29;0.29;0.0;0.29;0.0;0.0;0.0;0.0;0.0;Jhonatan Candia;Audax Italiano
0.0;0.19;0.0;2.04;73.33;1.85;62.5;0.19;100.0;1.67;0.0;78.79;3.89;67.74;90;0.19;0.19;0.37;2.04;0.0;0.0;0.0;1.48;0.0;0.0;0.0;0.0;0.0;2.41;0.0;24.07;0.0;0.0;0.0;3.33;51.43;2.04;5.56;0.19;0.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Diego Monreal;Audax Italiano
0.05;0.4;0.0;4.43;44.5;0.1;16.67;1.54;43.06;1.29;0.45;64.74;4.52;42.92;90;1.59;0.8;1.39;1.29;0.0;0.0;0.0;1.64;0.15;0.0;0.0;0.0;0.0;7.96;0.2;16.16;1.94;1.49;23.26;0.94;31.67;0.85;0.2;1.39;0.1;1.54;0.65;0.25;3.23;0.1;0.2;;0.0;0.0;0.0;Cristián Zavala;Curicó Unido
0.15;0.2;0.0;4.35;53.37;0.25;38.46;1.5;61.22;1.6;0.15;78.04;4.6;52.27;90;1.25;0.6;1.35;1.45;0.0;0.0;0.0;1.25;0.1;0.0;0.0;0.0;0.0;9.44;0.1;24.69;1.85;0.9;22.22;1.45;53.7;0.55;0.35;0.95;0.2;1.85;0.55;0.45;8.11;0.0;0.35;0.0;0.0;0.0;0.0;Franco García;Cobresal
0.09;0.09;0.04;3.64;46.55;0.31;31.82;0.81;62.07;1.93;0.0;79.9;3.95;44.9;90;0.9;1.21;1.21;1.21;0.0;0.0;0.0;1.71;0.22;0.0;0.0;0.0;0.0;12.99;0.09;36.8;1.44;0.67;30.61;2.92;56.03;0.9;0.31;1.26;0.04;1.35;0.49;0.22;6.67;0.04;0.04;0.0;0.0;0.0;0.04;Yerko Leiva;Curicó Unido
0.34;0.0;0.0;0.85;41.67;1.36;61.54;0.0;0.0;0.85;0.0;75.38;2.21;52.0;90;0.0;0.51;0.0;1.36;0.0;0.0;0.0;1.53;0.17;0.0;0.0;0.0;0.0;1.87;0.0;33.28;0.0;0.17;20.0;3.23;37.25;1.53;3.91;0.34;0.0;0.85;0.34;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;Kennet Lara Arbunic;Curicó Unido
0.0;0.23;0.0;2.94;58.14;0.88;36.59;0.53;47.37;1.47;0.18;72.5;3.82;51.18;90;0.94;0.18;0.53;1.35;0.0;0.0;0.0;1.06;0.29;0.0;0.0;0.0;0.0;5.28;0.47;18.73;0.94;0.29;22.73;1.06;42.86;0.82;0.88;0.82;0.06;0.76;0.18;0.23;0.0;0.0;0.23;0.0;0.0;0.0;0.0;Felipe Reynero;Deportes Copiapó
0.0;0.29;0.12;4.52;48.15;1.45;62.5;0.41;50.0;2.78;0.06;78.32;5.97;50.99;90;1.33;2.03;0.58;1.33;0.0;0.0;0.0;1.16;0.17;0.0;0.0;0.0;0.0;8.99;0.06;41.69;0.87;0.52;39.13;6.61;60.32;1.45;1.16;2.03;0.0;2.09;0.58;0.52;0.0;0.0;0.0;;0.0;0.0;0.0;Sebastián Leyton;Unión Española
0.0;0.21;0.0;4.66;52.31;0.75;44.0;0.55;47.06;3.29;0.07;73.93;5.42;50.97;90;0.89;1.1;1.17;1.65;0.0;0.0;0.0;0.75;0.21;0.0;0.0;0.0;0.0;10.28;0.0;33.04;1.1;1.03;34.09;3.36;44.14;1.58;2.33;1.51;0.0;0.41;0.07;0.14;0.0;0.0;0.07;0.0;0.0;0.0;0.0;Agustín Bouzat;Colo Colo
0.34;0.17;0.0;1.33;29.81;0.26;17.65;0.69;47.06;0.09;0.04;68.51;1.59;26.81;90;0.56;0.43;1.67;1.29;0.0;0.0;0.0;1.07;0.17;0.0;0.0;0.0;0.0;5.53;0.13;12.78;1.46;0.21;16.67;1.07;56.82;0.21;0.17;0.3;0.34;2.79;1.11;0.51;12.31;0.09;0.69;0.0;0.0;0.0;0.0;Maximiliano Quinteros;Deportes Copiapó
0.04;0.13;0.0;1.46;62.26;1.73;79.59;0.04;50.0;0.84;0.0;86.69;3.2;70.59;90;0.58;0.67;0.09;1.07;0.0;0.0;0.0;1.38;0.27;0.0;0.0;0.0;0.0;4.44;0.04;48.55;0.31;0.09;100.0;4.66;57.07;1.38;3.86;0.18;0.0;0.36;0.09;0.0;12.5;0.0;0.04;;0.0;0.0;0.0;Christian Vilches;Deportes Magallanes
0.0;0.18;0.04;3.58;54.36;0.88;42.55;0.49;40.74;2.03;0.04;83.37;4.46;51.53;90;1.06;0.75;0.62;1.28;0.0;0.0;0.0;0.97;0.26;0.0;0.0;0.0;0.0;10.2;0.09;38.05;0.88;0.31;29.17;2.47;65.88;0.66;0.62;1.06;0.09;1.54;0.57;0.53;0.0;0.0;0.18;0.0;0.0;0.0;0.0;Juan Leiva;Ñublense
0.0;0.28;0.09;3.34;50.0;0.0;0.0;0.46;83.33;2.41;0.19;82.71;3.34;44.44;90;0.46;1.39;1.02;1.39;0.0;0.0;0.0;1.02;0.09;0.0;0.0;0.0;0.0;10.77;0.09;39.1;1.76;0.74;61.54;4.37;65.28;1.3;0.28;0.93;0.0;0.37;0.09;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Valentín Larralde;O'Higgins
0.0;0.07;0.0;0.33;100.0;0.4;100.0;0.27;100.0;0.0;0.0;63.64;0.73;100.0;90;0.07;0.0;0.0;1.0;2.87;1.67;1.2;1.27;0.2;0.87;0.13;0.8;0.13;0.8;0.0;14.93;0.0;0.0;0.0;6.2;42.86;0.0;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;Nicolás Peranic;Universidad Católica
0.07;0.33;0.0;2.48;74.51;1.5;44.23;0.07;100.0;1.44;0.0;81.69;3.98;59.22;90;0.98;0.26;0.2;1.31;0.0;0.0;0.0;1.57;0.39;0.0;0.0;0.0;0.0;3.26;0.0;37.85;0.33;0.0;0.0;6.4;59.04;1.24;5.03;0.46;0.07;0.33;0.2;0.0;20.0;0.0;0.07;;0.0;0.0;0.0;Omar Merlo;Curicó Unido
0.0;0.66;0.05;5.11;55.69;1.15;60.0;0.55;47.62;2.14;0.0;76.53;6.26;56.44;90;2.42;1.81;0.77;1.1;0.0;0.0;0.0;1.04;0.16;0.0;0.0;0.0;0.0;9.07;0.05;33.68;0.49;0.11;15.38;4.29;57.78;2.31;0.93;1.04;0.05;1.1;0.16;0.22;0.0;0.0;0.0;;0.0;0.0;0.0;Fernando Juárez;Audax Italiano
0.34;0.0;0.0;4.6;43.96;0.11;16.67;2.3;51.28;1.38;0.23;76.74;4.71;42.27;90;0.92;0.57;2.76;1.72;0.0;0.0;0.0;0.92;0.0;0.0;0.0;0.0;0.0;11.95;0.11;22.76;1.72;0.46;22.22;1.15;55.56;0.23;0.34;0.57;0.23;2.64;1.15;0.11;13.04;0.0;0.11;;0.0;0.0;0.0;Jordhy Thompson;Colo Colo
0.04;0.22;0.0;1.94;66.67;1.34;61.02;0.22;66.67;0.93;0.04;82.13;3.29;64.23;90;0.78;0.64;0.07;1.05;0.0;0.0;0.0;1.2;0.26;0.0;0.0;0.0;0.0;3.06;0.0;37.43;0.15;0.04;33.33;4.41;48.36;1.05;4.18;0.22;0.04;0.22;0.04;0.04;16.67;0.04;0.07;0.0;0.0;0.07;0.0;Tomás Astaburuaga;Unión La Calera
0.0;8.18;0.0;24.55;42.86;0.0;0.0;0.0;0.0;16.36;0.0;33.33;24.55;42.86;90;8.18;16.36;8.18;8.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.36;0.0;16.36;8.18;8.18;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Felipe Barrientos;Coquimbo Unido
0.0;0.0;0.0;2.0;25.0;6.0;50.0;0.0;0.0;0.0;0.0;71.43;8.0;40.0;90;2.0;0.0;2.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;10.0;0.0;2.0;100.0;2.0;100.0;0.0;0.0;0.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Wladimir Cid;Coquimbo Unido
0.0;0.0;0.0;5.29;100.0;0.0;0.0;5.29;100.0;0.0;0.0;50.0;5.29;100.0;90;0.0;0.0;0.0;5.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.59;0.0;15.88;5.29;5.29;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Cristián Pardo;Universidad de Chile
0.0;0.0;0.0;9.64;75.0;0.0;0.0;6.43;66.67;0.0;0.0;72.73;9.64;50.0;90;3.21;0.0;0.0;9.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.07;0.0;25.71;9.64;0.0;0.0;0.0;0.0;3.21;0.0;0.0;0.0;6.43;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Andrés Segovia;Unión Española
0.0;0.15;0.0;4.79;55.07;1.03;60.0;0.73;70.37;2.87;0.0;79.09;5.83;55.88;90;1.19;1.53;0.88;1.11;0.0;0.0;0.0;1.19;0.11;0.0;0.0;0.0;0.0;5.9;0.04;26.52;0.54;0.19;41.67;2.3;54.55;1.07;1.34;1.26;0.0;0.15;0.0;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sebastián Galani;Coquimbo Unido
0.08;0.48;0.0;4.66;52.25;0.48;30.0;0.72;60.0;2.81;0.16;79.69;5.14;48.85;90;1.13;1.37;0.8;1.85;0.0;0.0;0.0;1.29;0.08;0.0;0.0;0.0;0.0;13.34;0.08;40.66;1.37;0.0;0.0;4.34;62.07;0.88;0.96;1.69;0.0;1.45;0.4;0.48;5.56;0.16;0.0;;0.0;0.0;0.0;Nelson Sepúlveda;Cobresal
