goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
0.0;0.0;0.0;3.46;50.0;0.0;0.0;0.0;0.0;3.46;0.0;80.0;3.46;50.0;90;0.0;3.46;0.0;6.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.38;0.0;13.85;6.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Juan Francisco Rossel;Universidad Católica
0.0;0.0;0.0;18.75;71.43;0.0;0.0;3.75;50.0;7.5;0.0;71.43;18.75;71.43;90;7.5;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;56.25;0.0;0.0;0.0;0.0;0.0;3.75;0.0;3.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Daniel Navarrete;Universidad de Chile
0.0;0.0;0.0;5.56;50.0;0.69;26.67;1.39;47.06;2.43;0.0;75.98;6.25;45.57;90;1.74;0.87;1.74;3.82;0.0;0.0;0.0;2.43;0.17;0.0;0.0;0.0;0.0;11.81;0.0;26.93;2.26;0.35;15.38;0.69;50.0;0.87;1.04;1.56;0.0;2.95;0.52;1.04;0.0;0.17;0.0;;0.0;0.0;0.0;Felipe Fritz;Curicó Unido
0.0;0.2;0.14;4.27;61.76;0.61;33.33;0.88;59.09;2.37;0.0;72.39;4.88;55.81;90;1.02;0.81;0.74;1.42;0.0;0.0;0.0;0.95;0.14;0.0;0.0;0.0;0.0;6.43;0.14;25.4;0.88;0.74;29.73;0.95;27.45;2.03;1.15;0.47;0.0;0.68;0.07;0.14;0.0;0.0;0.14;0.0;0.0;0.0;0.0;Raimundo Rebolledo;Ñublense
0.07;0.36;0.0;3.27;59.21;1.02;35.9;0.15;40.0;1.67;0.0;72.49;4.29;51.3;90;1.46;1.09;0.29;1.16;0.0;0.0;0.0;1.38;0.0;0.0;0.0;0.0;0.0;4.87;0.0;26.27;0.22;0.15;33.33;3.57;49.49;1.09;1.67;0.65;0.07;0.51;0.29;0.0;14.29;0.0;0.0;0.0;0.0;0.0;0.0;Moisés González;O'Higgins
0.0;0.05;0.0;0.05;100.0;0.05;50.0;0.0;0.0;0.0;0.0;73.93;0.1;66.67;90;0.05;0.0;0.0;1.02;2.86;1.58;1.27;1.48;0.25;0.66;0.25;0.51;0.25;0.71;0.0;17.64;0.0;0.0;0.0;5.35;47.51;0.0;0.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;Gastón Rodríguez;Deportes Magallanes
0.0;0.53;0.0;4.81;55.1;0.53;37.5;1.78;62.5;1.6;0.18;75.56;5.35;52.63;90;1.43;0.89;0.89;2.32;0.0;0.0;0.0;0.89;0.0;0.0;0.0;0.0;0.0;5.35;0.18;12.12;0.71;0.36;50.0;0.36;28.57;0.53;0.36;1.07;0.36;1.25;0.89;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Renato Huerta;Universidad de Chile
0.0;0.26;0.0;3.24;49.35;1.02;48.0;0.17;33.33;2.39;0.0;79.15;4.27;49.02;90;0.68;1.2;0.94;1.45;0.0;0.0;0.0;1.11;0.09;0.0;0.0;0.0;0.0;8.03;0.09;35.01;0.85;0.09;100.0;2.73;47.06;0.94;1.45;0.94;0.09;0.77;0.17;0.34;0.0;0.0;0.09;0.0;0.0;0.0;0.0;Emanuel Cecchini;Unión Española
0.16;0.16;0.0;1.58;37.04;0.16;100.0;0.32;33.33;0.79;0.32;79.37;1.74;39.29;90;0.47;0.63;0.32;1.74;0.0;0.0;0.0;1.42;0.32;0.0;0.0;0.0;0.0;9.81;0.32;35.91;1.11;0.95;35.29;2.37;50.0;0.63;1.27;1.11;0.0;0.47;0.16;0.16;33.33;0.0;0.0;0.0;0.0;0.0;0.0;Cristopher Barrera;Coquimbo Unido
0.0;0.0;0.0;2.3;54.84;0.54;33.33;0.81;54.55;0.95;0.0;75.0;2.85;48.84;90;0.54;0.14;0.68;1.9;0.0;0.0;0.0;0.68;0.14;0.0;0.0;0.0;0.0;8.54;0.0;26.84;0.54;0.41;21.43;2.3;53.13;0.54;1.49;0.41;0.0;0.54;0.0;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;John Salas;Unión La Calera
0.21;0.62;0.0;1.23;31.58;2.67;65.0;0.0;0.0;0.41;0.41;64.44;3.9;48.72;90;0.82;1.64;1.23;2.26;0.0;0.0;0.0;2.05;0.21;0.0;0.0;0.0;0.0;5.75;0.0;11.92;1.03;0.21;33.33;0.62;75.0;0.0;1.03;0.21;0.41;2.47;0.41;0.62;8.33;0.21;0.41;;0.0;0.0;0.0;Matías Donoso;O'Higgins
0.0;0.23;0.06;1.32;46.94;1.26;53.66;0.06;50.0;1.15;0.06;81.9;2.58;50.0;90;0.11;0.69;0.06;1.15;0.0;0.0;0.0;1.43;0.23;0.0;0.0;0.0;0.0;1.55;0.06;27.78;0.17;0.06;50.0;2.87;43.1;1.66;3.79;0.75;0.0;0.23;0.11;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Diego Céspedes;Cobresal
0.4;0.4;0.0;3.64;46.15;0.2;11.11;1.01;35.71;1.21;0.2;70.39;3.84;39.58;90;1.42;0.81;0.81;4.65;0.0;0.0;0.0;1.42;0.2;0.0;0.0;0.0;0.0;9.3;0.2;21.64;2.02;1.82;25.0;1.01;35.71;0.4;0.61;0.81;0.0;1.82;1.21;0.0;22.22;0.0;0.2;0.0;0.0;0.0;0.0;Nicolas Rivera;Coquimbo Unido
0.0;0.1;0.1;1.44;53.57;1.63;77.27;0.48;100.0;0.86;0.0;64.65;3.07;64.0;90;0.1;0.67;0.19;1.05;0.0;0.0;0.0;1.05;0.29;0.0;0.0;0.0;0.0;2.88;0.0;19.46;0.0;0.0;0.0;4.31;36.89;0.67;7.28;0.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;Nicolás Vargas;Deportes Copiapó
0.0;0.18;0.0;3.13;49.29;0.5;40.74;0.82;48.65;1.86;0.05;69.0;3.62;47.9;90;0.45;0.68;0.82;1.27;0.0;0.0;0.0;1.27;0.14;0.0;0.0;0.0;0.0;6.98;0.0;23.19;1.09;1.0;25.0;2.22;38.58;1.09;1.72;0.91;0.0;0.45;0.14;0.14;0.0;0.0;0.05;0.0;0.0;0.0;0.0;Esteban Matus;Audax Italiano
0.16;0.08;0.0;1.73;28.77;1.48;27.69;0.74;28.13;0.58;0.08;76.08;3.21;28.26;90;0.41;1.15;1.15;1.73;0.0;0.0;0.0;1.07;0.33;0.0;0.0;0.0;0.0;6.83;0.08;15.97;1.48;0.08;50.0;0.66;72.73;0.25;0.33;0.25;0.16;1.73;0.74;0.25;9.52;0.08;0.33;;0.0;0.0;0.0;Andrés Vilches;Ñublense
0.07;0.36;0.07;4.98;56.56;1.59;66.67;0.72;55.56;3.32;0.0;69.5;6.56;58.71;90;0.94;1.51;0.94;1.59;0.0;0.0;0.0;1.95;0.43;0.0;0.0;0.0;0.0;6.85;0.0;25.31;0.58;0.5;25.93;2.38;40.24;1.51;2.67;0.87;0.0;0.43;0.22;0.0;16.67;0.0;0.07;;0.0;0.0;0.0;Augusto Barrios;Curicó Unido
0.0;0.41;0.06;3.63;45.26;0.64;47.83;0.64;39.29;1.52;0.12;78.77;4.28;45.63;90;1.46;1.23;1.41;1.29;0.0;0.0;0.0;1.29;0.18;0.0;0.0;0.0;0.0;8.44;0.0;36.09;0.64;0.59;28.57;3.75;53.33;0.82;0.64;0.88;0.0;1.64;0.35;0.47;0.0;0.0;0.0;0.0;0.0;0.06;0.0;Manuel Rivera;Ñublense
0.0;0.27;0.0;5.93;64.71;0.81;60.0;0.81;50.0;4.04;0.0;76.74;6.74;64.1;90;1.08;0.81;0.54;3.23;0.0;0.0;0.0;1.89;0.54;0.0;0.0;0.0;0.0;4.31;0.0;26.68;0.27;0.0;0.0;2.69;50.0;1.62;1.35;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Luis Pavez;Coquimbo Unido
0.0;0.18;0.09;1.1;57.14;1.47;53.33;0.09;50.0;0.83;0.0;62.1;2.58;54.9;90;0.18;0.55;0.09;1.01;0.0;0.0;0.0;0.92;0.37;0.0;0.0;0.0;0.0;1.1;0.0;14.17;0.0;0.0;0.0;2.67;36.71;1.38;4.6;0.09;0.0;0.18;0.0;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sebastian Cardozo;Coquimbo Unido
0.0;0.09;0.0;1.41;41.03;0.97;45.83;0.0;0.0;0.97;0.18;83.73;2.38;42.86;90;0.44;0.79;0.35;1.59;0.0;0.0;0.0;1.15;0.35;0.0;0.0;0.0;0.0;5.39;0.0;40.01;0.71;0.0;0.0;3.71;60.0;1.24;0.79;0.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Iván Vásquez;Deportes Magallanes
0.18;0.09;0.09;3.45;43.18;0.73;66.67;0.73;53.33;0.91;0.45;81.88;4.17;46.0;90;1.81;1.0;1.63;2.27;0.0;0.0;0.0;1.18;0.09;0.0;0.0;0.0;0.0;17.24;0.27;41.82;1.63;0.36;15.38;2.27;59.52;0.82;0.18;1.36;0.18;1.72;0.73;0.36;10.53;0.0;0.18;0.0;0.09;0.0;0.0;Bryan Carvallo;Unión Española
0.0;0.23;0.0;2.63;40.35;0.69;75.0;0.69;50.0;1.37;0.0;80.2;3.32;44.62;90;0.57;1.03;1.03;1.6;0.0;0.0;0.0;1.83;0.11;0.0;0.0;0.0;0.0;6.29;0.0;27.79;0.91;0.69;28.57;2.17;41.3;0.91;1.49;1.14;0.0;1.14;0.0;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Felipe Ortíz;Curicó Unido
0.25;0.12;0.0;3.97;42.11;1.74;48.28;1.74;35.9;1.24;0.12;63.68;5.71;43.81;90;0.99;0.5;1.49;1.74;0.0;0.0;0.0;1.37;0.12;0.0;0.0;0.0;0.0;5.71;0.12;15.02;0.99;0.5;11.76;0.62;35.71;0.0;0.5;0.37;0.37;2.11;0.74;0.37;11.76;0.0;0.37;0.0;0.0;0.0;0.0;Leonardo Sequeira;Everton de Viña del Mar
0.0;1.73;0.0;3.46;33.33;0.0;0.0;0.0;0.0;1.73;1.73;76.47;3.46;28.57;90;1.73;3.46;0.0;8.65;0.0;0.0;0.0;1.73;0.0;0.0;0.0;0.0;0.0;8.65;0.0;45.0;5.19;0.0;0.0;1.73;20.0;0.0;0.0;3.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Luis Hernández;Universidad Católica
0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;90;0.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Emiliano Ramos;Everton de Viña del Mar
0.0;0.0;0.0;5.63;50.0;0.0;0.0;5.63;100.0;0.0;0.0;75.0;5.63;33.33;90;0.0;5.63;0.0;5.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.88;0.0;0.0;0.0;5.63;100.0;0.0;5.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Lucas Di Maio;Cobresal
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.86;0.0;0.0;90;0.0;0.0;0.0;1.0;3.0;3.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;7.0;38.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Miguel Pinto;Coquimbo Unido
0.0;0.0;0.0;15.0;60.0;0.0;0.0;0.0;0.0;10.0;0.0;75.0;15.0;50.0;90;5.0;0.0;10.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Matías Retamal;Curicó Unido
0.48;0.24;0.0;3.61;31.25;0.96;44.44;1.44;37.5;0.96;0.0;69.05;4.57;33.33;90;1.2;2.41;2.41;3.13;0.0;0.0;0.0;1.68;0.48;0.0;0.0;0.0;0.0;4.33;0.0;13.96;0.96;0.0;0.0;0.24;33.33;0.0;0.24;0.72;0.0;1.93;0.72;0.48;25.0;0.0;0.96;;0.0;0.0;0.0;Alexander Oroz;Colo Colo
0.06;0.06;0.0;5.68;40.87;0.54;24.32;2.18;38.3;1.69;0.06;71.43;6.23;38.58;90;1.81;2.36;1.99;1.51;0.0;0.0;0.0;0.97;0.18;0.0;0.0;0.0;0.0;8.34;0.0;17.23;1.33;1.15;27.94;1.09;54.55;0.18;0.3;0.6;0.12;1.63;0.42;0.48;3.7;0.0;0.6;0.0;0.0;0.0;0.0;Bayron Oyarzo;Ñublense
0.22;0.44;0.0;3.97;51.43;2.43;55.0;0.66;60.0;1.32;0.22;67.0;6.4;52.73;90;1.99;1.99;1.54;2.87;0.0;0.0;0.0;1.76;0.22;0.0;0.0;0.0;0.0;4.85;0.22;14.78;0.44;0.0;0.0;0.22;50.0;0.44;1.54;0.22;1.1;2.43;1.1;0.22;9.09;0.0;0.44;0.0;0.0;0.0;0.0;Pablo Daniel Magnin;Huachipato
0.0;0.84;0.0;3.73;63.27;0.24;66.67;0.24;50.0;2.41;0.0;77.55;3.97;63.46;90;1.08;1.32;0.36;2.29;0.0;0.0;0.0;1.32;0.12;0.0;0.0;0.0;0.0;5.9;0.0;27.43;0.72;0.12;10.0;1.93;43.24;1.08;2.05;0.36;0.0;0.12;0.0;0.12;0.0;0.0;0.0;;0.0;0.0;0.0;Roberto Cereceda;Audax Italiano
0.0;0.41;0.0;4.09;58.82;1.23;75.0;1.23;100.0;2.05;0.0;84.92;5.32;61.9;90;0.82;2.45;0.0;3.27;0.0;0.0;0.0;2.05;0.41;0.0;0.0;0.0;0.0;5.73;0.0;43.77;0.41;0.0;0.0;2.86;63.64;1.64;0.82;0.41;0.0;0.41;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Patricio Flores;Unión La Calera
0.0;0.41;0.2;3.45;42.5;1.22;54.55;2.03;76.92;0.81;0.0;70.65;4.66;45.1;90;0.61;1.42;1.82;3.45;0.0;0.0;0.0;0.41;0.0;0.0;0.0;0.0;0.0;7.3;0.0;13.18;2.03;0.41;28.57;0.61;60.0;0.2;0.41;1.01;0.0;2.23;0.41;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Claudio Torres;Huachipato
0.39;0.98;0.0;5.86;38.96;1.37;50.0;2.73;58.33;1.76;0.0;71.05;7.22;40.66;90;1.37;3.51;3.32;3.71;0.0;0.0;0.0;0.98;0.39;0.0;0.0;0.0;0.0;6.83;0.2;21.08;0.98;0.59;18.75;1.95;50.0;0.59;0.78;0.78;0.39;2.15;0.98;0.59;18.18;0.0;0.39;0.0;0.0;0.0;0.0;Felipe Chamorro;Palestino
0.0;0.0;0.0;6.47;66.67;1.29;50.0;0.65;33.33;3.24;0.0;72.29;7.77;63.16;90;2.59;0.65;1.29;5.18;0.0;0.0;0.0;3.24;0.0;0.0;0.0;0.0;0.0;16.19;0.0;38.85;0.65;0.65;20.0;3.88;60.0;1.29;0.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Carlo Villanueva;Huachipato
0.29;0.0;0.0;3.38;32.11;0.29;15.0;0.68;28.0;1.93;0.1;80.15;3.67;29.46;90;0.87;2.41;1.93;2.12;0.0;0.0;0.0;0.97;0.1;0.0;0.0;0.0;0.0;8.69;0.1;20.28;1.16;0.39;22.22;0.97;58.82;0.77;0.58;1.06;0.29;1.74;1.26;0.29;16.67;0.0;0.87;0.0;0.0;0.0;0.0;Alex Valdés;Ñublense
0.0;0.17;0.17;4.98;52.73;0.34;25.0;0.0;0.0;4.47;0.17;76.52;5.32;49.21;90;0.52;2.06;0.86;3.61;0.0;0.0;0.0;1.72;0.17;0.0;0.0;0.0;0.0;5.5;0.17;30.23;0.17;0.0;0.0;5.15;54.55;1.2;1.03;1.37;0.0;0.86;0.34;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Nicolás Meza;Palestino
0.0;0.0;0.12;1.98;37.78;2.8;48.98;0.93;66.67;0.82;0.12;63.99;4.78;43.62;90;0.23;0.93;1.17;2.22;0.0;0.0;0.0;0.35;0.12;0.0;0.0;0.0;0.0;9.91;0.23;23.2;1.28;0.93;23.53;0.7;28.57;0.7;0.35;0.93;0.0;0.93;0.0;0.47;0.0;0.12;0.58;0.0;0.0;0.0;0.0;Gabriel Norambuena;Unión Española
0.19;0.0;0.0;2.44;38.24;0.66;29.17;0.66;36.84;1.31;0.0;76.74;3.09;35.87;90;0.47;0.66;1.41;1.5;0.0;0.0;0.0;1.41;0.19;0.0;0.0;0.0;0.0;2.63;0.0;15.47;0.94;0.09;5.26;0.94;47.62;0.38;0.47;0.75;0.0;1.13;0.38;0.09;16.67;0.09;0.56;0.0;0.0;0.0;0.0;Nicolás Barrios;Curicó Unido
0.33;0.33;0.0;3.67;42.31;1.0;50.0;1.0;60.0;1.67;0.0;75.0;4.67;43.75;90;1.0;2.67;1.0;4.33;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.33;0.0;26.0;0.67;0.33;25.0;1.33;30.77;0.67;0.33;0.67;0.0;2.0;0.67;0.0;16.67;0.0;0.0;0.0;0.0;0.0;0.0;Fabián Carmona;Coquimbo Unido
0.0;0.0;0.0;2.48;34.62;0.55;40.0;0.55;33.33;1.93;0.55;58.33;3.04;35.48;90;0.0;0.55;1.66;2.76;0.0;0.0;0.0;1.66;0.0;0.0;0.0;0.0;0.0;8.28;0.28;17.39;1.1;0.28;14.29;1.1;26.67;0.83;0.0;1.38;0.28;1.38;0.28;0.55;0.0;0.0;0.28;0.0;0.0;0.0;0.0;Martín Maturana;O'Higgins
0.0;0.0;0.0;3.78;40.0;1.89;70.0;0.54;20.0;1.62;0.27;74.17;5.68;46.67;90;1.62;0.81;1.62;2.16;0.0;0.0;0.0;1.08;0.27;0.0;0.0;0.0;0.0;6.49;0.0;24.05;1.08;0.27;14.29;2.43;47.37;2.43;1.35;1.08;0.0;0.81;0.54;0.0;0.0;0.0;0.27;;0.0;0.0;0.0;Juan Córdova;Ñublense
0.0;0.0;0.0;4.63;42.31;0.42;50.0;1.26;50.0;1.68;0.0;72.06;5.05;42.86;90;1.68;1.68;2.52;3.36;0.0;0.0;0.0;0.84;0.0;0.0;0.0;0.0;0.0;10.51;0.0;20.61;1.26;0.0;0.0;2.1;55.56;0.42;0.42;0.84;0.0;0.84;0.42;0.0;0.0;0.0;0.84;;0.0;0.0;0.0;Matías Moya;Colo Colo
0.0;0.0;0.0;1.48;33.33;0.74;100.0;0.74;66.67;0.0;0.0;86.32;2.22;42.86;90;0.74;0.37;1.48;1.48;0.0;0.0;0.0;0.37;0.37;0.0;0.0;0.0;0.0;7.41;0.0;30.37;0.0;0.0;0.0;2.59;58.33;0.74;0.37;0.74;0.0;0.74;0.37;0.0;0.0;0.37;0.0;0.0;0.0;0.0;0.0;Ignacio Pacheco;Cobresal
0.0;0.45;0.0;2.71;60.0;0.45;28.57;0.23;100.0;1.13;0.0;74.03;3.17;51.85;90;1.36;0.9;0.0;2.26;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;7.46;0.0;25.78;0.23;0.23;100.0;2.71;63.16;0.45;1.81;0.9;0.0;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cristóbal Castillo;O'Higgins
0.0;0.0;0.0;4.84;66.67;0.24;16.67;1.45;66.67;1.45;0.0;83.06;5.08;58.33;90;1.94;0.0;0.48;2.9;0.0;0.0;0.0;1.69;0.0;0.0;0.0;0.0;0.0;11.61;0.0;24.92;1.69;0.73;21.43;0.97;57.14;0.48;0.0;1.21;0.73;3.15;0.24;0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Manuel Vicuna;Deportes Magallanes
0.13;0.34;0.07;4.04;41.67;0.34;22.73;0.81;35.29;1.41;0.0;74.61;4.38;39.16;90;1.82;1.95;1.55;1.82;0.0;0.0;0.0;1.28;0.2;0.0;0.0;0.0;0.0;9.03;0.07;22.37;0.74;0.4;13.04;0.61;33.33;0.34;0.67;0.67;0.0;1.82;0.94;0.27;7.41;0.13;0.2;;0.0;0.0;0.0;Julián Alfaro;Deportes Magallanes
0.0;0.37;0.0;2.7;52.11;0.29;30.77;0.88;57.14;0.8;0.0;80.45;3.0;48.81;90;1.02;0.58;0.88;1.9;0.0;0.0;0.0;1.02;0.15;0.0;0.0;0.0;0.0;13.44;0.07;34.26;0.73;0.37;13.89;2.34;44.44;1.02;1.1;0.51;0.0;0.44;0.0;0.07;0.0;0.0;0.15;;0.0;0.0;0.0;Yonathan Andía;Universidad de Chile
0.0;0.35;0.23;2.77;52.17;0.69;66.67;0.12;50.0;2.31;0.0;75.16;3.47;54.55;90;0.35;1.27;0.69;1.16;0.0;0.0;0.0;1.04;0.12;0.0;0.0;0.0;0.0;5.66;0.0;26.92;0.35;0.58;23.81;1.39;26.09;0.92;1.73;0.46;0.0;0.23;0.0;0.12;0.0;0.0;0.12;;0.0;0.0;0.0;Ian Toro;Deportes Copiapó
0.0;0.32;0.0;3.04;55.88;1.28;50.0;0.0;0.0;2.4;0.0;78.7;4.32;54.0;90;0.64;1.12;0.96;1.6;0.0;0.0;0.0;1.28;0.48;0.0;0.0;0.0;0.0;3.36;0.0;42.52;0.16;0.0;0.0;4.32;42.19;1.44;3.68;0.64;0.16;0.64;0.0;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Albert Acevedo;Deportes Magallanes
0.06;0.49;0.0;3.93;44.44;0.86;45.16;1.11;40.91;2.46;0.0;64.1;4.79;44.57;90;0.37;1.72;0.8;1.53;0.0;0.0;0.0;1.11;0.12;0.0;0.0;0.0;0.0;5.1;0.06;21.49;0.55;0.74;20.0;1.11;21.43;1.23;1.78;0.86;0.06;0.68;0.18;0.06;9.09;0.0;0.12;0.0;0.0;0.0;0.0;Cristian Riquelme;Everton de Viña del Mar
0.06;0.35;0.12;4.16;38.1;1.27;47.83;1.79;42.47;1.27;0.0;67.53;5.43;40.0;90;1.1;1.62;2.14;1.39;0.0;0.0;0.0;1.16;0.0;0.0;0.0;0.0;0.0;9.48;0.0;18.03;0.64;0.46;22.86;0.58;41.67;0.81;0.64;0.81;0.12;2.2;0.69;0.58;2.63;0.12;0.58;;0.0;0.0;0.0;Michael Fuentes;Audax Italiano
0.09;0.37;0.0;3.3;59.02;0.46;41.67;1.01;68.75;1.37;0.0;68.48;3.76;56.16;90;0.92;0.92;0.27;1.1;0.0;0.0;0.0;1.92;0.18;0.0;0.0;0.0;0.0;4.49;0.0;21.9;0.55;0.92;25.0;1.92;28.38;1.56;2.93;0.64;0.0;0.64;0.09;0.09;14.29;0.0;0.0;0.0;0.0;0.0;0.0;Sebastián Cabrera;Curicó Unido
0.18;0.0;0.0;5.61;43.66;0.54;33.33;0.54;37.5;2.54;0.18;72.05;6.16;42.5;90;2.54;1.63;2.35;3.62;0.0;0.0;0.0;1.09;0.54;0.0;0.0;0.0;0.0;10.32;0.0;29.88;0.72;0.72;44.44;4.35;63.16;1.63;0.72;2.35;0.18;2.9;0.72;0.72;6.25;0.0;0.18;0.0;0.0;0.0;0.0;Walter Rueda;Cobresal
0.0;0.0;0.0;4.69;43.24;0.29;20.0;0.88;60.0;2.93;0.29;74.25;4.98;40.48;90;0.88;1.76;2.35;3.52;0.0;0.0;0.0;1.47;0.0;0.0;0.0;0.0;0.0;10.85;0.0;36.35;1.17;1.17;40.0;2.64;34.62;0.88;0.29;1.47;0.0;2.35;0.29;1.76;0.0;0.0;0.0;;0.0;0.0;0.0;Branco Provoste;Ñublense
0.37;0.0;0.0;1.84;35.71;0.37;14.29;0.55;33.33;0.92;0.18;60.96;2.21;28.57;90;0.37;0.92;1.11;3.14;0.0;0.0;0.0;1.11;0.18;0.0;0.0;0.0;0.0;5.53;0.18;16.41;1.11;0.55;42.86;0.37;33.33;0.0;0.18;0.18;0.37;3.14;1.11;0.18;11.76;0.0;0.92;;0.0;0.0;0.0;Vicente Conelli;Unión Española
0.0;0.2;0.07;1.46;46.81;1.33;48.78;0.33;100.0;0.8;0.0;74.1;2.79;47.73;90;0.33;1.26;0.2;1.26;0.0;0.0;0.0;1.39;0.0;0.0;0.0;0.0;0.0;4.58;0.07;33.96;0.2;0.07;100.0;4.38;40.74;1.13;3.71;0.27;0.0;0.27;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Juan Fuentes;O'Higgins
0.0;0.73;0.0;6.53;45.0;0.0;0.0;0.73;20.0;3.63;0.73;73.81;6.53;42.86;90;2.18;1.45;3.63;2.9;0.0;0.0;0.0;0.0;0.73;0.0;0.0;0.0;0.0;11.61;0.0;22.5;1.45;2.18;60.0;0.73;100.0;0.73;0.0;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Marco Rojas;Colo Colo
0.0;0.14;0.0;2.93;39.62;0.28;50.0;0.7;55.56;1.53;0.14;76.41;3.21;40.35;90;0.7;0.7;1.95;2.23;0.0;0.0;0.0;0.84;0.14;0.0;0.0;0.0;0.0;8.09;0.28;20.79;1.81;0.28;33.33;1.4;66.67;0.42;0.42;1.4;0.28;1.53;0.56;0.28;0.0;0.14;0.14;0.0;0.0;0.0;0.0;Luis Vasquez;Cobresal
0.0;0.0;0.0;4.09;75.0;0.0;0.0;0.0;0.0;1.36;0.0;76.74;4.09;60.0;90;2.73;1.36;0.0;2.73;0.0;0.0;0.0;5.45;0.0;0.0;0.0;0.0;0.0;23.18;0.0;45.0;1.36;0.0;0.0;8.18;50.0;2.73;0.0;1.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;Wilson Piñones;Deportes Copiapó
0.0;0.0;0.0;3.83;54.55;2.55;50.0;1.28;100.0;1.91;0.0;82.69;6.38;52.63;90;0.64;0.64;2.55;1.91;0.0;0.0;0.0;1.91;0.0;0.0;0.0;0.0;0.0;6.38;0.0;27.45;1.28;0.0;0.0;0.64;25.0;0.0;1.28;0.0;0.0;0.64;0.0;0.64;0.0;0.0;0.0;;0.0;0.0;0.0;Felipe Gallegos;Universidad de Chile
